Date;Price
04/03/2022;3.521,10
04/02/2022;3.442,34
04/01/2022;3.456,18
03/31/2022;3.282,35
03/30/2022;3.385,64
03/29/2022;3.401,89
03/28/2022;3.329,38
03/27/2022;3.297,04
03/26/2022;3.146,01
03/25/2022;3.103,51
03/24/2022;3.109,25
03/23/2022;3.036,12
03/22/2022;2.969,64
03/21/2022;2.891,63
03/20/2022;2.861,69
03/19/2022;2.949,92
03/18/2022;2.939,76
03/17/2022;2.812,29
03/16/2022;2.773,94
03/15/2022;2.617,43
03/14/2022;2.589,30
03/13/2022;2.516,75
03/12/2022;2.569,80
03/11/2022;2.556,96
03/10/2022;2.606,50
03/09/2022;2.726,94
03/08/2022;2.577,21
03/07/2022;2.492,53
03/06/2022;2.549,40
03/05/2022;2.665,42
03/04/2022;2.622,15
03/03/2022;2.834,91
03/02/2022;2.947,14
03/01/2022;2.975,81
02/28/2022;2.922,50
02/27/2022;2.616,34
02/26/2022;2.776,96
02/25/2022;2.767,53
02/24/2022;2.596,52
02/23/2022;2.578,15
02/22/2022;2.636,13
02/21/2022;2.569,87
02/20/2022;2.619,32
02/19/2022;2.763,81
02/18/2022;2.779,56
02/17/2022;2.894,03
02/16/2022;3.118,90
02/15/2022;3.182,27
02/14/2022;2.929,31
02/13/2022;2.870,25
02/12/2022;2.917,10
02/11/2022;2.927,63
02/10/2022;3.071,83
02/09/2022;3.243,62
02/08/2022;3.115,88
02/07/2022;3.140,18
02/06/2022;3.056,20
02/05/2022;3.013,81
02/04/2022;2.994,99
02/03/2022;2.692,80
02/02/2022;2.681,00
02/01/2022;2.787,16
01/31/2022;2.686,82
01/30/2022;2.602,77
01/29/2022;2.600,02
01/28/2022;2.545,95
01/27/2022;2.424,66
01/26/2022;2.461,41
01/25/2022;2.458,07
01/24/2022;2.441,01
01/23/2022;2.540,81
01/22/2022;2.412,52
01/21/2022;2.571,29
01/20/2022;3.004,72
01/19/2022;3.083,65
01/18/2022;3.160,15
01/17/2022;3.209,35
01/16/2022;3.346,59
01/15/2022;3.327,74
01/14/2022;3.307,90
01/13/2022;3.238,03
01/12/2022;3.370,89
01/11/2022;3.237,89
01/10/2022;3.085,43
01/09/2022;3.150,30
01/08/2022;3.080,02
01/07/2022;3.195,31
01/06/2022;3.407,77
01/05/2022;3.535,86
01/04/2022;3.789,52
01/03/2022;3.764,24
01/02/2022;3.830,67
01/01/2022;3.765,67
12/31/2021;3.677,85
12/30/2021;3.709,57
12/29/2021;3.627,93
12/28/2021;3.791,69
12/27/2021;4.036,24
12/26/2021;4.061,27
12/25/2021;4.093,14
12/24/2021;4.043,39
12/23/2021;4.110,14
12/22/2021;3.979,54
12/21/2021;4.016,59
12/20/2021;3.938,80
12/19/2021;3.925,34
12/18/2021;3.959,83
12/17/2021;3.878,29
12/16/2021;3.956,62
12/15/2021;4.019,24
12/14/2021;3.861,55
12/13/2021;3.781,94
12/12/2021;4.131,78
12/11/2021;4.075,66
12/10/2021;3.903,48
12/09/2021;4.107,69
12/08/2021;4.435,74
12/07/2021;4.307,08
12/06/2021;4.353,31
12/05/2021;4.194,80
12/04/2021;4.123,46
12/03/2021;4.219,30
12/02/2021;4.512,90
12/01/2021;4.583,28
11/30/2021;4.628,90
11/29/2021;4.443,22
11/28/2021;4.296,98
11/27/2021;4.094,80
11/26/2021;4.034,53
11/25/2021;4.520,30
11/24/2021;4.273,54
11/23/2021;4.340,23
11/22/2021;4.086,95
11/21/2021;4.268,08
11/20/2021;4.408,85
11/19/2021;4.295,43
11/18/2021;4.001,87
11/17/2021;4.290,88
11/16/2021;4.208,16
11/15/2021;4.562,98
11/14/2021;4.625,59
11/13/2021;4.644,61
11/12/2021;4.667,31
11/11/2021;4.720,87
11/10/2021;4.634,03
11/09/2021;4.731,83
11/08/2021;4.808,38
11/07/2021;4.612,06
11/06/2021;4.517,36
11/05/2021;4.475,00
11/04/2021;4.535,11
11/03/2021;4.602,21
11/02/2021;4.586,06
11/01/2021;4.320,85
10/31/2021;4.287,56
10/30/2021;4.320,65
10/29/2021;4.413,70
10/28/2021;4.284,90
10/27/2021;3.921,93
10/26/2021;4.129,51
10/25/2021;4.219,92
10/24/2021;4.082,80
10/23/2021;4.168,85
10/22/2021;3.970,94
10/21/2021;4.054,16
10/20/2021;4.159,89
10/19/2021;3.876,78
10/18/2021;3.747,60
10/17/2021;3.845,47
10/16/2021;3.827,55
10/15/2021;3.866,90
10/14/2021;3.790,41
10/13/2021;3.607,28
10/12/2021;3.489,90
10/11/2021;3.545,06
10/10/2021;3.415,03
10/09/2021;3.574,20
10/08/2021;3.559,42
10/07/2021;3.586,00
10/06/2021;3.575,41
10/05/2021;3.517,26
10/04/2021;3.382,90
10/03/2021;3.417,34
10/02/2021;3.388,97
10/01/2021;3.309,13
09/30/2021;3.000,59
09/29/2021;2.851,50
09/28/2021;2.807,28
09/27/2021;2.926,24
09/26/2021;3.063,51
09/25/2021;2.922,55
09/24/2021;2.928,57
09/23/2021;3.152,92
09/22/2021;3.077,78
09/21/2021;2.761,52
09/20/2021;2.976,05
09/19/2021;3.329,12
09/18/2021;3.435,97
09/17/2021;3.398,65
09/16/2021;3.569,43
09/15/2021;3.611,90
09/14/2021;3.428,87
09/13/2021;3.284,52
09/12/2021;3.408,28
09/11/2021;3.267,33
09/10/2021;3.207,27
09/09/2021;3.423,51
09/08/2021;3.495,10
09/07/2021;3.423,12
09/06/2021;3.927,21
09/05/2021;3.950,62
09/04/2021;3.884,97
09/03/2021;3.936,29
09/02/2021;3.786,19
09/01/2021;3.832,73
08/31/2021;3.430,74
08/30/2021;3.225,67
08/29/2021;3.222,16
08/28/2021;3.243,90
08/27/2021;3.273,58
08/26/2021;3.093,54
08/25/2021;3.228,15
08/24/2021;3.173,26
08/23/2021;3.319,49
08/22/2021;3.238,70
08/21/2021;3.223,96
08/20/2021;3.284,21
08/19/2021;3.184,82
08/18/2021;3.016,91
08/17/2021;3.014,58
08/16/2021;3.147,65
08/15/2021;3.308,87
08/14/2021;3.264,69
08/13/2021;3.322,43
08/12/2021;3.043,61
08/11/2021;3.163,66
08/10/2021;3.140,71
08/09/2021;3.162,93
08/08/2021;3.012,07
08/07/2021;3.158,00
08/06/2021;2.889,43
08/05/2021;2.827,21
08/04/2021;2.725,29
08/03/2021;2.506,65
08/02/2021;2.608,04
08/01/2021;2.556,23
07/31/2021;2.532,19
07/30/2021;2.460,95
07/29/2021;2.380,93
07/28/2021;2.299,11
07/27/2021;2.300,22
07/26/2021;2.229,53
07/25/2021;2.189,79
07/24/2021;2.151,85
07/23/2021;2.123,61
07/22/2021;2.024,58
07/21/2021;1.994,49
07/20/2021;1.786,07
07/19/2021;1.818,07
07/18/2021;1.892,42
07/17/2021;1.897,98
07/16/2021;1.878,20
07/15/2021;1.917,21
07/14/2021;1.994,64
07/13/2021;1.940,72
07/12/2021;2.035,09
07/11/2021;2.139,35
07/10/2021;2.111,12
07/09/2021;2.145,89
07/08/2021;2.120,22
07/07/2021;2.316,57
07/06/2021;2.322,72
07/05/2021;2.196,16
07/04/2021;2.323,22
07/03/2021;2.224,70
07/02/2021;2.154,78
07/01/2021;2.109,11
06/30/2021;2.273,84
06/29/2021;2.158,71
06/28/2021;2.083,09
06/27/2021;1.979,88
06/26/2021;1.830,62
06/25/2021;1.810,57
06/24/2021;1.989,14
06/23/2021;1.968,39
06/22/2021;1.876,66
06/21/2021;1.891,18
06/20/2021;2.243,86
06/19/2021;2.166,91
06/18/2021;2.229,53
06/17/2021;2.371,62
06/16/2021;2.367,28
06/15/2021;2.543,83
06/14/2021;2.581,48
06/13/2021;2.508,27
06/12/2021;2.368,47
06/11/2021;2.351,45
06/10/2021;2.469,97
06/09/2021;2.606,23
06/08/2021;2.510,65
06/07/2021;2.592,63
06/06/2021;2.713,66
06/05/2021;2.628,98
06/04/2021;2.686,50
06/03/2021;2.853,35
06/02/2021;2.706,10
06/01/2021;2.633,67
05/31/2021;2.708,47
05/30/2021;2.386,10
05/29/2021;2.276,07
05/28/2021;2.414,29
05/27/2021;2.735,88
05/26/2021;2.884,66
05/25/2021;2.705,09
05/24/2021;2.646,79
05/23/2021;2.101,34
05/22/2021;2.291,60
05/21/2021;2.433,11
05/20/2021;2.777,55
05/19/2021;2.435,69
05/18/2021;3.377,55
05/17/2021;3.279,68
05/16/2021;3.582,12
05/15/2021;3.641,65
05/14/2021;4.075,38
05/13/2021;3.719,62
05/12/2021;3.811,77
05/11/2021;4.167,78
05/10/2021;3.947,90
05/09/2021;3.922,23
05/08/2021;3.905,55
05/07/2021;3.481,22
05/06/2021;3.489,52
05/05/2021;3.522,76
05/04/2021;3.286,71
05/03/2021;3.429,37
05/02/2021;2.950,33
05/01/2021;2.944,66
04/30/2021;2.772,78
04/29/2021;2.757,36
04/28/2021;2.746,54
04/27/2021;2.665,24
04/26/2021;2.533,12
04/25/2021;2.316,48
04/24/2021;2.215,93
04/23/2021;2.367,31
04/22/2021;2.401,10
04/21/2021;2.360,81
04/20/2021;2.332,14
04/19/2021;2.160,63
04/18/2021;2.237,17
04/17/2021;2.318,33
04/16/2021;2.423,18
04/15/2021;2.514,22
04/14/2021;2.431,56
04/13/2021;2.299,93
04/12/2021;2.137,81
04/11/2021;2.151,42
04/10/2021;2.133,79
04/09/2021;2.066,93
04/08/2021;2.079,92
04/07/2021;1.961,46
04/06/2021;2.111,53
04/05/2021;2.106,41
04/04/2021;2.075,94
04/03/2021;2.008,59
04/02/2021;2.134,55
04/01/2021;1.967,96
03/31/2021;1.917,99
03/30/2021;1.841,01
03/29/2021;1.816,69
03/28/2021;1.686,80
03/27/2021;1.713,01
03/26/2021;1.698,60
03/25/2021;1.586,54
03/24/2021;1.582,38
03/23/2021;1.667,90
03/22/2021;1.682,37
03/21/2021;1.783,72
03/20/2021;1.804,60
03/19/2021;1.809,64
03/18/2021;1.776,08
03/17/2021;1.823,35
03/16/2021;1.804,85
03/15/2021;1.792,38
03/14/2021;1.849,06
03/13/2021;1.921,13
03/12/2021;1.766,90
03/11/2021;1.825,79
03/10/2021;1.794,14
03/09/2021;1.869,10
03/08/2021;1.831,49
03/07/2021;1.728,10
03/06/2021;1.649,19
03/05/2021;1.530,29
03/04/2021;1.538,61
03/03/2021;1.571,05
03/02/2021;1.488,62
03/01/2021;1.570,03
02/28/2021;1.418,76
02/27/2021;1.458,93
02/26/2021;1.445,44
02/25/2021;1.476,15
02/24/2021;1.623,71
02/23/2021;1.578,11
02/22/2021;1.777,28
02/21/2021;1.933,45
02/20/2021;1.913,88
02/19/2021;1.955,59
02/18/2021;1.934,16
02/17/2021;1.847,95
02/16/2021;1.781,69
02/15/2021;1.778,82
02/14/2021;1.801,78
02/13/2021;1.815,49
02/12/2021;1.841,02
02/11/2021;1.786,35
02/10/2021;1.742,09
02/09/2021;1.770,63
02/08/2021;1.750,18
02/07/2021;1.612,99
02/06/2021;1.676,63
02/05/2021;1.719,20
02/04/2021;1.594,00
02/03/2021;1.664,34
02/02/2021;1.511,36
02/01/2021;1.373,40
01/31/2021;1.312,73
01/30/2021;1.376,96
01/29/2021;1.379,30
01/28/2021;1.328,47
01/27/2021;1.247,62
01/26/2021;1.366,27
01/25/2021;1.317,90
01/24/2021;1.390,28
01/23/2021;1.233,40
01/22/2021;1.234,58
01/21/2021;1.117,33
01/20/2021;1.377,53
01/19/2021;1.372,00
01/18/2021;1.258,06
01/17/2021;1.232,64
01/16/2021;1.228,27
01/15/2021;1.171,68
01/14/2021;1.226,17
01/13/2021;1.128,46
01/12/2021;1.050,19
01/11/2021;1.091,47
01/10/2021;1.256,04
01/09/2021;1.275,58
01/08/2021;1.215,73
01/07/2021;1.224,35
01/06/2021;1.207,77
01/05/2021;1.099,52
01/04/2021;1.042,40
01/03/2021;974,97
01/02/2021;774,50
01/01/2021;729,12
12/31/2020;735,94
12/30/2020;751,80
12/29/2020;731,76
12/28/2020;730,05
12/27/2020;683,71
12/26/2020;636,58
12/25/2020;626,93
12/24/2020;612,34
12/23/2020;585,69
12/22/2020;637,47
12/21/2020;607,85
12/20/2020;638,26
12/19/2020;658,17
12/18/2020;653,85
12/17/2020;643,17
12/16/2020;637,38
12/15/2020;588,91
12/14/2020;586,19
12/13/2020;591,09
12/12/2020;567,78
12/11/2020;544,17
12/10/2020;558,13
12/09/2020;573,21
12/08/2020;555,05
12/07/2020;591,09
12/06/2020;601,68
12/05/2020;596,68
12/04/2020;567,91
12/03/2020;616,32
12/02/2020;598,05
12/01/2020;585,66
11/30/2020;615,92
11/29/2020;575,45
11/28/2020;537,74
11/27/2020;518,11
11/26/2020;519,32
11/25/2020;569,67
11/24/2020;605,03
11/23/2020;609,22
11/22/2020;559,40
11/21/2020;551,91
11/20/2020;509,98
11/19/2020;471,21
11/18/2020;478,52
11/17/2020;481,95
11/16/2020;460,43
11/15/2020;448,23
11/14/2020;460,70
11/13/2020;476,29
11/12/2020;462,56
11/11/2020;463,33
11/10/2020;450,22
11/09/2020;444,33
11/08/2020;454,68
11/07/2020;435,40
11/06/2020;455,72
11/05/2020;416,63
11/04/2020;402,19
11/03/2020;387,92
11/02/2020;383,53
11/01/2020;396,29
10/31/2020;386,42
10/30/2020;382,41
10/29/2020;386,76
10/28/2020;388,14
10/27/2020;403,15
10/26/2020;394,11
10/25/2020;406,09
10/24/2020;411,92
10/23/2020;408,52
10/22/2020;414,05
10/21/2020;391,20
10/20/2020;368,35
10/19/2020;379,19
10/18/2020;377,81
10/17/2020;368,63
10/16/2020;365,17
10/15/2020;377,45
10/14/2020;379,15
10/13/2020;381,23
10/12/2020;386,68
10/11/2020;374,19
10/10/2020;370,16
10/09/2020;365,28
10/08/2020;350,83
10/07/2020;341,48
10/06/2020;340,61
10/05/2020;353,28
10/04/2020;352,73
10/03/2020;345,60
10/02/2020;345,68
10/01/2020;353,07
09/30/2020;359,39
09/29/2020;359,86
09/28/2020;354,08
09/27/2020;357,23
09/26/2020;354,25
09/25/2020;351,63
09/24/2020;349,17
09/23/2020;319,95
09/22/2020;344,03
09/21/2020;341,30
09/20/2020;371,12
09/19/2020;385,25
09/18/2020;384,20
09/17/2020;388,97
09/16/2020;364,88
09/15/2020;364,01
09/14/2020;376,70
09/13/2020;365,71
09/12/2020;387,98
09/11/2020;373,72
09/10/2020;367,92
09/09/2020;351,10
09/08/2020;337,46
09/07/2020;352,06
09/06/2020;353,49
09/05/2020;334,91
09/04/2020;385,94
09/03/2020;381,97
09/02/2020;439,08
09/01/2020;475,80
08/31/2020;433,90
08/30/2020;428,86
08/29/2020;398,80
08/28/2020;395,11
08/27/2020;383,11
08/26/2020;385,96
08/25/2020;383,20
08/24/2020;407,70
08/23/2020;390,50
08/22/2020;395,56
08/21/2020;387,99
08/20/2020;416,05
08/19/2020;407,44
08/18/2020;422,16
08/17/2020;430,56
08/16/2020;433,63
08/15/2020;432,18
08/14/2020;438,03
08/13/2020;424,31
08/12/2020;387,12
08/11/2020;379,01
08/10/2020;395,53
08/09/2020;390,23
08/08/2020;396,76
08/07/2020;379,57
08/06/2020;394,83
08/05/2020;400,79
08/04/2020;389,62
08/03/2020;385,80
08/02/2020;372,08
08/01/2020;387,14
07/31/2020;346,51
07/30/2020;334,87
07/29/2020;317,82
07/28/2020;316,96
07/27/2020;321,80
07/26/2020;311,13
07/25/2020;305,32
07/24/2020;279,33
07/23/2020;275,34
07/22/2020;263,28
07/21/2020;245,53
07/20/2020;236,10
07/19/2020;239,01
07/18/2020;235,75
07/17/2020;232,75
07/16/2020;233,65
07/15/2020;238,62
07/14/2020;240,50
07/13/2020;239,73
07/12/2020;242,75
07/11/2020;239,20
07/10/2020;241,26
07/09/2020;242,02
07/08/2020;246,99
07/07/2020;239,25
07/06/2020;241,56
07/05/2020;227,98
07/04/2020;229,15
07/03/2020;225,12
07/02/2020;226,42
07/01/2020;230,95
06/30/2020;225,63
06/29/2020;227,87
06/28/2020;225,09
06/27/2020;221,06
06/26/2020;229,67
06/25/2020;232,56
06/24/2020;234,75
06/23/2020;243,20
06/22/2020;243,25
06/21/2020;228,13
06/20/2020;228,86
06/19/2020;229,11
06/18/2020;231,34
06/17/2020;233,88
06/16/2020;235,36
06/15/2020;230,93
06/14/2020;232,02
06/13/2020;238,22
06/12/2020;237,54
06/11/2020;230,71
06/10/2020;247,78
06/09/2020;243,82
06/08/2020;246,18
06/07/2020;244,56
06/06/2020;242,00
06/05/2020;240,23
06/04/2020;243,37
06/03/2020;244,52
06/02/2020;237,94
06/01/2020;247,97
05/31/2020;231,81
05/30/2020;243,63
05/29/2020;220,66
05/28/2020;220,18
05/27/2020;208,18
05/26/2020;201,00
05/25/2020;204,13
05/24/2020;199,97
05/23/2020;206,62
05/22/2020;207,35
05/21/2020;198,75
05/20/2020;209,99
05/19/2020;214,51
05/18/2020;214,87
05/17/2020;207,00
05/16/2020;200,51
05/15/2020;194,85
05/14/2020;203,30
05/13/2020;199,58
05/12/2020;189,84
05/11/2020;185,96
05/10/2020;187,78
05/09/2020;210,22
05/08/2020;211,45
05/07/2020;212,00
05/06/2020;199,04
05/05/2020;205,36
05/04/2020;206,61
05/03/2020;209,83
05/02/2020;213,96
05/01/2020;212,00
04/30/2020;206,22
04/29/2020;215,40
04/28/2020;196,55
04/27/2020;196,14
04/26/2020;197,35
04/25/2020;194,01
04/24/2020;187,58
04/23/2020;185,46
04/22/2020;182,72
04/21/2020;170,79
04/20/2020;170,40
04/19/2020;180,13
04/18/2020;187,45
04/17/2020;170,63
04/16/2020;172,31
04/15/2020;152,90
04/14/2020;158,45
04/13/2020;156,38
04/12/2020;158,73
04/11/2020;158,18
04/10/2020;157,86
04/09/2020;169,68
04/08/2020;173,00
04/07/2020;164,71
04/06/2020;171,06
04/05/2020;142,58
04/04/2020;144,01
04/03/2020;141,14
04/02/2020;141,30
04/01/2020;135,66
03/31/2020;132,86
03/30/2020;132,15
03/29/2020;125,24
03/28/2020;131,03
03/27/2020;131,74
03/26/2020;138,38
03/25/2020;136,07
03/24/2020;138,62
03/23/2020;136,02
03/22/2020;122,41
03/21/2020;132,58
03/20/2020;133,32
03/19/2020;135,43
03/18/2020;117,77
03/17/2020;116,06
03/16/2020;111,02
03/15/2020;124,35
03/14/2020;122,69
03/13/2020;133,99
03/12/2020;107,90
03/11/2020;194,58
03/10/2020;200,56
03/09/2020;202,85
03/08/2020;199,16
03/07/2020;237,32
03/06/2020;244,90
03/05/2020;228,45
03/04/2020;224,38
03/03/2020;223,94
03/02/2020;231,87
03/01/2020;217,99
02/29/2020;217,52
02/28/2020;226,93
02/27/2020;227,53
02/26/2020;224,30
02/25/2020;246,96
02/24/2020;265,65
02/23/2020;274,72
02/22/2020;261,64
02/21/2020;265,11
02/20/2020;257,39
02/19/2020;259,12
02/18/2020;282,26
02/17/2020;267,63
02/16/2020;259,99
02/15/2020;264,87
02/14/2020;285,25
02/13/2020;268,75
02/12/2020;265,58
02/11/2020;236,76
02/10/2020;222,95
02/09/2020;228,59
02/08/2020;223,23
02/07/2020;223,51
02/06/2020;213,16
02/05/2020;203,83
02/04/2020;188,93
02/03/2020;189,79
02/02/2020;188,50
02/01/2020;183,64
01/31/2020;179,91
01/30/2020;184,59
01/29/2020;173,86
01/28/2020;175,74
01/27/2020;170,27
01/26/2020;167,90
01/25/2020;160,44
01/24/2020;162,55
01/23/2020;162,80
01/22/2020;168,13
01/21/2020;169,41
01/20/2020;166,87
01/19/2020;166,92
01/18/2020;174,19
01/17/2020;170,22
01/16/2020;164,36
01/15/2020;166,45
01/14/2020;166,07
01/13/2020;143,60
01/12/2020;146,46
01/11/2020;142,67
01/10/2020;144,81
01/09/2020;137,92
01/08/2020;140,81
01/07/2020;143,04
01/06/2020;144,08
01/05/2020;135,59
01/04/2020;134,33
01/03/2020;134,27
01/02/2020;127,19
01/01/2020;130,75
12/31/2019;129,21
12/30/2019;131,83
12/29/2019;134,40
12/28/2019;128,35
12/27/2019;126,41
12/26/2019;125,93
12/25/2019;125,24
12/24/2019;128,05
12/23/2019;128,08
12/22/2019;132,19
12/21/2019;127,61
12/20/2019;128,70
12/19/2019;128,42
12/18/2019;132,92
12/17/2019;122,06
12/16/2019;132,78
12/15/2019;142,53
12/14/2019;142,03
12/13/2019;144,96
12/12/2019;145,03
12/11/2019;143,51
12/10/2019;145,86
12/09/2019;147,88
12/08/2019;151,17
12/07/2019;148,28
12/06/2019;148,89
12/05/2019;148,69
12/04/2019;145,79
12/03/2019;147,82
12/02/2019;148,89
12/01/2019;151,04
11/30/2019;151,95
11/29/2019;154,55
11/28/2019;151,07
11/27/2019;152,70
11/26/2019;147,61
11/25/2019;145,90
11/24/2019;140,66
11/23/2019;152,46
11/22/2019;149,80
11/21/2019;161,46
11/20/2019;174,96
11/19/2019;176,09
11/18/2019;178,50
11/17/2019;184,18
11/16/2019;182,42
11/15/2019;180,19
11/14/2019;185,25
11/13/2019;188,36
11/12/2019;186,99
11/11/2019;185,09
11/10/2019;188,99
11/09/2019;184,96
11/08/2019;184,03
11/07/2019;186,94
11/06/2019;191,28
11/05/2019;188,67
11/04/2019;185,85
11/03/2019;181,70
11/02/2019;183,01
11/01/2019;183,12
10/31/2019;182,37
10/30/2019;183,25
10/29/2019;190,45
10/28/2019;181,67
10/27/2019;184,05
10/26/2019;179,62
10/25/2019;181,49
10/24/2019;160,73
10/23/2019;162,28
10/22/2019;171,42
10/21/2019;174,18
10/20/2019;175,14
10/19/2019;171,91
10/18/2019;172,81
10/17/2019;177,31
10/16/2019;174,53
10/15/2019;180,59
10/14/2019;186,63
10/13/2019;181,11
10/12/2019;179,87
10/11/2019;180,60
10/10/2019;191,10
10/09/2019;192,64
10/08/2019;180,78
10/07/2019;179,87
10/06/2019;170,55
10/05/2019;176,43
10/04/2019;175,65
10/03/2019;174,54
10/02/2019;180,27
10/01/2019;175,78
09/30/2019;180,35
09/29/2019;169,29
09/28/2019;173,62
09/27/2019;173,19
09/26/2019;164,56
09/25/2019;168,92
09/24/2019;166,29
09/23/2019;201,18
09/22/2019;211,13
09/21/2019;215,22
09/20/2019;218,00
09/19/2019;220,21
09/18/2019;210,43
09/17/2019;207,77
09/16/2019;197,32
09/15/2019;189,10
09/14/2019;188,16
09/13/2019;181,11
09/12/2019;180,87
09/11/2019;178,47
09/10/2019;180,05
09/09/2019;180,65
09/08/2019;181,44
09/07/2019;177,74
09/06/2019;169,15
09/05/2019;173,83
09/04/2019;174,79
09/03/2019;178,81
09/02/2019;178,11
09/01/2019;169,72
08/31/2019;171,62
08/30/2019;168,16
08/29/2019;168,66
08/28/2019;172,85
08/27/2019;186,58
08/26/2019;188,34
08/25/2019;186,30
08/24/2019;190,15
08/23/2019;193,43
08/22/2019;190,29
08/21/2019;187,24
08/20/2019;196,14
08/19/2019;201,64
08/18/2019;193,68
08/17/2019;184,81
08/16/2019;184,55
08/15/2019;187,80
08/14/2019;186,56
08/13/2019;207,68
08/12/2019;210,45
08/11/2019;215,83
08/10/2019;205,93
08/09/2019;209,49
08/08/2019;220,16
08/07/2019;224,66
08/06/2019;225,63
08/05/2019;232,45
08/04/2019;220,72
08/03/2019;220,89
08/02/2019;216,54
08/01/2019;216,37
07/31/2019;217,23
07/30/2019;208,49
07/29/2019;209,82
07/28/2019;210,37
07/27/2019;206,62
07/26/2019;217,83
07/25/2019;217,65
07/24/2019;215,44
07/23/2019;211,87
07/22/2019;217,27
07/21/2019;225,01
07/20/2019;227,86
07/19/2019;220,09
07/18/2019;225,23
07/17/2019;210,95
07/16/2019;198,87
07/15/2019;228,49
07/14/2019;226,62
07/13/2019;269,16
07/12/2019;274,68
07/11/2019;268,72
07/10/2019;289,10
07/09/2019;307,41
07/08/2019;312,23
07/07/2019;304,88
07/06/2019;288,08
07/05/2019;287,15
07/04/2019;283,43
07/03/2019;300,58
07/02/2019;291,41
07/01/2019;294,83
06/30/2019;292,21
06/29/2019;318,48
06/28/2019;310,56
06/27/2019;297,55
06/26/2019;338,54
06/25/2019;317,65
06/24/2019;311,46
06/23/2019;308,53
06/22/2019;310,38
06/21/2019;294,72
06/20/2019;271,43
06/19/2019;268,26
06/18/2019;264,59
06/17/2019;273,00
06/16/2019;267,98
06/15/2019;267,75
06/14/2019;262,53
06/13/2019;254,86
06/12/2019;261,54
06/11/2019;244,41
06/10/2019;246,86
06/09/2019;231,27
06/08/2019;243,42
06/07/2019;248,98
06/06/2019;248,54
06/05/2019;245,83
06/04/2019;241,26
06/03/2019;250,37
06/02/2019;269,01
06/01/2019;264,31
05/31/2019;267,99
05/30/2019;254,52
05/29/2019;268,61
05/28/2019;271,18
05/27/2019;270,98
05/26/2019;264,68
05/25/2019;250,68
05/24/2019;249,17
05/23/2019;244,68
05/22/2019;244,34
05/21/2019;253,76
05/20/2019;250,72
05/19/2019;259,63
05/18/2019;233,89
05/17/2019;244,45
05/16/2019;264,69
05/15/2019;248,15
05/14/2019;217,42
05/13/2019;196,02
05/12/2019;188,07
05/11/2019;192,27
05/10/2019;172,77
05/09/2019;170,84
05/08/2019;170,77
05/07/2019;169,34
05/06/2019;173,00
05/05/2019;163,03
05/04/2019;163,68
05/03/2019;167,86
05/02/2019;161,66
05/01/2019;160,38
04/30/2019;161,80
04/29/2019;154,93
04/28/2019;158,27
04/27/2019;159,41
04/26/2019;157,97
04/25/2019;155,18
04/24/2019;165,22
04/23/2019;169,95
04/22/2019;170,87
04/21/2019;168,52
04/20/2019;172,73
04/19/2019;172,79
04/18/2019;173,33
04/17/2019;165,90
04/16/2019;165,65
04/15/2019;160,17
04/14/2019;167,29
04/13/2019;163,19
04/12/2019;163,47
04/11/2019;164,36
04/10/2019;177,37
04/09/2019;175,09
04/08/2019;179,16
04/07/2019;174,33
04/06/2019;165,55
04/05/2019;164,93
04/04/2019;157,43
04/03/2019;160,34
04/02/2019;163,47
04/01/2019;141,50
03/31/2019;141,79
03/30/2019;142,65
03/29/2019;143,38
03/28/2019;138,15
03/27/2019;139,65
03/26/2019;134,37
03/25/2019;134,25
03/24/2019;136,44
03/23/2019;137,53
03/22/2019;136,42
03/21/2019;135,11
03/20/2019;139,31
03/19/2019;138,72
03/18/2019;137,92
03/17/2019;138,91
03/16/2019;141,15
03/15/2019;136,75
03/14/2019;132,45
03/13/2019;131,97
03/12/2019;133,80
03/11/2019;132,99
03/10/2019;135,72
03/09/2019;137,52
03/08/2019;133,85
03/07/2019;136,93
03/06/2019;137,62
03/05/2019;136,82
03/04/2019;125,97
03/03/2019;131,01
03/02/2019;132,76
03/01/2019;135,72
02/28/2019;135,47
02/27/2019;135,20
02/26/2019;136,67
02/25/2019;138,27
02/24/2019;132,93
02/23/2019;158,30
02/22/2019;147,97
02/21/2019;145,78
02/20/2019;149,11
02/19/2019;144,01
02/18/2019;145,80
02/17/2019;133,79
02/16/2019;122,87
02/15/2019;121,73
02/14/2019;120,97
02/13/2019;122,22
02/12/2019;122,64
02/11/2019;121,30
02/10/2019;124,92
02/09/2019;119,44
02/08/2019;119,23
02/07/2019;104,55
02/06/2019;104,63
02/05/2019;107,37
02/04/2019;107,90
02/03/2019;107,62
02/02/2019;110,68
02/01/2019;106,98
01/31/2019;106,71
01/30/2019;108,52
01/29/2019;104,79
01/28/2019;105,82
01/27/2019;112,50
01/26/2019;115,83
01/25/2019;115,50
01/24/2019;116,71
01/23/2019;116,84
01/22/2019;118,23
01/21/2019;116,05
01/20/2019;117,52
01/19/2019;123,02
01/18/2019;119,34
01/17/2019;122,03
01/16/2019;121,72
01/15/2019;119,62
01/14/2019;127,53
01/13/2019;114,64
01/12/2019;123,75
01/11/2019;125,15
01/10/2019;125,63
01/09/2019;148,79
01/08/2019;148,41
01/07/2019;149,96
01/06/2019;154,96
01/05/2019;153,49
01/04/2019;152,86
01/03/2019;146,94
01/02/2019;152,95
01/01/2019;139,61
